address,agent_name,agent_url,available,balcony,city,construction_type,deposit,description,district,dwelling_type,energy_rating,house_name,house_url,interior,living_area_m2,maximum_months,minimum_months,number_of_bathrooms,number_of_bedrooms,number_of_rooms,offered_since,pets_allowed,price,property_type,rental_agreement,service_cost,smoking_allowed,status,year_of_construction
2511 XJ (Uilebomen),PSG-Wonen,https://www.pararius.com/real-estate-agents/den-haag/psg-wonen,06-01-2025,Not present,Den Haag,Existing building,5300.0,"Description 

                                                         Modern 3-storey upholstered town house with city garden in the heart of the city centre. 
 This unique, modern town house offers surprisingly peaceful and green surroundings, located in a beautiful residential courtyard behind the impressive main building of the former Crafts School. Here you will experience the best of both worlds: an oasis of calm in the middle of the city. This energy-efficient house (energy label A) from 2001 is fully insulated and features a spacious city garden and not one, but optionally two parking spaces on private enclosed grounds.  
 Perfect location, right in the heart of city life The house is in an ideal location: just five minutes' walk from the central station. In addition, the city centre and cosy squares with nice cafés, restaurants and terraces are within easy reach. The property also offers excellent access to the arterial roads, allowing you to leave the city quickly.  
 Entrance and layout: 
Ground floor and entrance: You reach the property via the shared entrance of the main building, after which you walk through the charming courtyard garden to the property. Alternatively, you can enter the property directly via your own parking space.  
 First floor: 
Through the entrance on the first floor, you enter the reception hall with a tiled floor, cloakroom and a modern toilet with fountain. From the hall, you enter the spacious, bright living room with a floor-to-ceiling glass front overlooking the courtyard gardens. On the other side you will find the stylish corner kitchen, equipped with modern appliances such as a dishwasher, fridge, freezer and a 4-burner gas hob.  
 Ground floor: 
From the hall on the first floor, stairs lead to the ground floor. Here you will find an enclosed hallway with a generous storage room, with space for a washing machine and dryer and plenty of room for bicycles. The door leads you to the private parking space(s). On the other side of the hall is a second spacious garden/living room or playroom. The large windows give plenty of light and through the back door you can access the private city garden with a seating area and green borders on the southeast.  
 Upper floor: 
On the upper floor you will find two large full-width bedrooms, one of which has a fixed wardrobe. Also on this floor is the neat bathroom with bath, walk-in shower, washbasin, towel radiator and second toilet. 
Make an appointment soon to view this unique property and discover for yourself the peace, space and comfort of living in the middle of the city! 
 Features: 
 
 Rent is excluding gas, water, light, TV and internet and municipal taxes 
 Year built: approx. 2001 
 Living area: approx. 113 m2 
 Building-related outdoor space: approx. 7 m2  
 External storage space: approx. 25m2 
 Garden: approx. 40m2 
 Capacity: approx. 372 m3 
 Number of rooms: 4 
 Number of bedrooms: 2 
 Number of bathrooms: 1 
 Number of toilets: 2 
 Delivery: unfurnished / upholstered 
 Energy label: A 
 Central heating by Remeha central heating boiler 
 Entire house is fully insulated and double glazed 
 Property is provided with mechanical ventilation 
 Bright and spacious living room  
 Kitchen with several appliances 
 No upstairs or downstairs neighbours  
 One parking space in secure indoor garage (one included with the property, the second available at extra cost)  
 Private storage room for bicycles on private enclosed grounds 
 Excellent commute to the offices of Shell, ICC, Europol. 10 min commute from ICTY and OPCW 
 Very close to bus and tram stops and walking distance from The Hague Central Station 
 Direct access to arterial roads towards Amsterdam, Rotterdam and Utrecht 
 24-hour kindergarten Day-Care around the corner 
 Available immediately 
 
 Rental conditions: 
 
 You must demonstrate a (minimum) net income of at least 3 times the total rent 
 No students and/or house sharers 
 Deposit equal to 2 months rent 
 Minimum rental period 12 months 
 2 months viewing right for the landlord upon termination of the rental agreement; 
 Smoking is not allowed and no changes may be made to the leased property 
 No statements are made regarding the allocation policy  
 
 To be considered for the offered property, please provide the below documents of all applicants: 
 
 Copy of valid passport / ID card / work permit / visa  
 Copy of recent employer's statement(s) not older than 1 month 
 Copy 3 recent consecutive salary slips 
 Copy of 3 recent consecutive bank statements (digital is permitted) showing additional crediting of salary 
 Copy of bank card (front)  
 Statement from landlord/manager/owner/mortgagee of current residence confirming good payment behaviour 
 Extract from the BRP (basic registration of persons) of your municipality 
 
 In case of divorce, additionally: 
 
 Divorce covenant 
 Copy of all alimony payments, if applicable 
 
 For self-employed (ZZP), director/shareholders supplementary: 
 
 Recent auditor's report with balance sheet and profit and loss account for the past 2 years, approved by 
certified accountant. (Draft version is not sufficient) 
 Columns balance sheet profit/loss current year 
 Recent extract from the Chamber of Commerce (not older than 1 month) 
 Final assessments IB 60 of the past 2 years 
 
 We have compiled this information with due care. You cannot derive any rights from this rental description. We accept no liability for any incompleteness, inaccuracy or otherwise, or the consequences thereof. All stated dimensions and surface areas are indicative only.",Uilebomen,House,A,For rent: House Nieuwe Haven 159,https://www.pararius.com/house-for-rent/den-haag/7efd4c87/nieuwe-haven,Upholstered,113.0,,,1,2,4,09-12-2024,,2650.0,"Mid-terrace house, Town house",,,,For rent,2001
5683 NE (De Leeuwerik),Friendly Housing,https://www.pararius.com/real-estate-agents/eindhoven/friendly-housing,06-01-2025,Not present,Best,Existing building,1950.0,"Description 

                                                         Fully furnished home with spacious garden and modern amenities at Klompenmaker 
 This stunning, fully furnished home with a living area of approximately 123 m² offers an ideal living environment for families, couples, or working professionals. The property is located in a quiet, child-friendly neighborhood and features a practical layout, high-quality finishes, and luxurious amenities. 
 Location 
This home is perfectly suited for families, offering ample space and comfort. Nearby, you’ll find schools, supermarkets, and sports facilities. The property is easily accessible, with major highways to Eindhoven and Tilburg just a few minutes away. Public transport, including bus and train connections, is also within close proximity. 
 Layout 
 Ground Floor: 
 
 Entrance and Hallway:  Spacious and well-maintained hall providing access to the living room, kitchen, and first toilet. 
 Living Room:  The bright and spacious living room is fully furnished with a comfortable seating area and dining space. Sliding doors provide access to the beautifully landscaped backyard. 
 Kitchen:  The modern kitchen is equipped with high-quality built-in appliances, including a refrigerator, combi-oven microwave, dishwasher, cooktop, and extractor hood (the freezer is located in the attic). 
 
 First Floor: 
 
 Bedrooms:  This floor offers three spacious and bright bedrooms, all fully furnished with comfortable beds and ample storage space. 
 Bathroom:  The luxurious bathroom features a bathtub, second toilet, radiator, and a modern vanity unit with a mirror. 
 
 Second Floor: 
 
 Attic:  The multifunctional attic provides a spacious and flexible living area. It can be used as an additional bedroom, workspace, or storage. A freezer is also located on this floor. 
 
 Outdoor Space: 
The property boasts a large, sunny backyard with a cozy covered patio. At the rear of the garden, there is a garage, ideal for storing bicycles, tools, and additional items. 
 Features 
 
 Energy Label: B, ensuring an energy-efficient home. 
 Kitchen: Modern kitchen with premium built-in appliances. 
 Bathroom: Equipped with a bathtub and finished to a high standard. 
 Garden: Spacious, sunny backyard with a covered patio and garage for additional storage. 
 Fully Furnished: Includes all basic necessities such as cutlery, crockery, glasses, and more. Ready for immediate occupancy. 
 
 Conditions 
 
 Minimum rental period is 12 months. 
 Security deposit: 1 month’s rent. 
 Utilities: Gas, water, electricity, internet, and municipal taxes must be registered in the tenant’s name. 
 Suitable for families, couples, or working professionals. 
 Pets are not allowed. 
 
 Are you looking for a move-in-ready home with comfort, luxury, and a prime location? Contact us today for more information or to schedule a viewing!",De Leeuwerik,House,B,For rent: House Klompenmaker,https://www.pararius.com/house-for-rent/best/4f33fd94/klompenmaker,Furnished,123.0,,12,1,3,5,09-12-2024,No,1950.0,"Mid-terrace house, Family home",Unlimited period,Excludes: Service costs,No,For rent,1979
1072 HV (Nieuwe Pijp),CITYHOP Real Estate,https://www.pararius.com/real-estate-agents/amsterdam/cityhop-real-estate,06-01-2025,Present,Amsterdam,Existing building,4500.0,"Description 

                                                         FOR RENT: 
 Very beautifully furnished and well maintained 1 bedroom apartment (approx. 56m2) in a prime location in the middle of De Pijp (Old South). 
 Layout: 
You arrive on the first floor through your own front door with private entrance and private entrance. The hall gives access to all rooms, in the hall there is also a separate toilet with sink and a functional storage cupboard with washing / drying machine, storage baskets, coat rack and drying rack. The practically arranged living room with an open kitchen is tastefully furnished, including a beautiful marble dining table and a built-in 55-inch flat screen TV. The patio doors give access to a lovely sunny balcony facing west. The kitchen is equipped with various built-in appliances such as a dishwasher, refrigerator and freezer and a 5-burner gas stove with oven. The kitchen also has a door to the balcony. The spacious and bright bedroom, with en-suite bathroom, is located at the front of the house. A lot of light comes in through the bay window and you have a beautiful view over the corner of Cornelis Trooststraat and Dusartstraat. There is, with 3 spacious wardrobes, more than enough storage space in the bedroom. The very neat bathroom has a spacious washbasin and has both a wonderful bath and a separate shower. 
 The apartment is fully upholstered and furnished. There is a beautiful oak whitewash floor throughout the house and all walls are smoothly plastered. Furthermore, there is double glazing everywhere. 
 RENTAL DETAILS: 
 
 Available as of January 1st, 2025 
 Rental price € 2,250 per month (excluding user charges) 
 2 months deposit 
 Energy label B 
 Delivered upholstered and furnished 
 Ideal for a single person or a couple 
 Not suitable for students and home sharers 
 No pets allowed 
 Rental subject to owner's award 
 
 ENVIRONMENT: 
 The house is located on the quiet Dusartstraat, a stone's throw from Sarphatipark, Albert Cuypmarkt, De Pijp metro station, Ferdinand Bolstraat and Van Woustraat. The bustling heart of De Pijp is just around the corner, with its wide range of restaurants, bars, cafes, lunch places, shops and supermarkets, as well as schools, childcare, wellness centers, sports and cultural activities nearby. You can reach the Museumplein or Leidseplein within 5 minutes by bike and if you take a step forward you will be right in the center of Amsterdam. In short; everything that benefits the living pleasure is around the corner. 
 ACCESSIBILITY: 
 The apartment has an excellent connection to public transport facilities (tram and bus connections) which can be found within walking distance at the Ceintuurbaan/Ferdinand Bolstraat and a metro station De Pijp. In addition, the center of Amsterdam can be reached within 10 minutes by bike. By car, the Ring A-10 (S109) can be reached within 5 minutes and Schiphol Airport in less than 20 minutes. 
 It is a paid parking area, residents can apply for a parking permit at the municipality of Amsterdam, currently the municipality indicates that there is a 2-month waiting period. There are always enough parking spaces and charging stations available in the immediate vicinity of the apartment.",Nieuwe Pijp,Flat,C,For rent: Flat Dusartstraat,https://www.pararius.com/apartment-for-rent/amsterdam/9c417766/dusartstraat,Furnished,56.0,,12,1,1,2,09-12-2024,No,2250.0,"Mezzanine, Apartment",Unlimited period,Excludes: Service costs,No,For rent,1917
3011 CC (Stadsdriehoek),Rotterdam Apartments,https://www.pararius.com/real-estate-agents/rotterdam/rotterdam-apartments,,Present,Rotterdam,Existing building,1985.0,"Description 

                                                         Furnished 1 bed-room apartment in the modern ""CoolTower"", in the heart of Rotterdam Living in the ""CoolTower"" means enjoying the vibrant city life. Surrounded by cozy cafes, events, festivals, boutiques, galleries and restaurants, this location offers a lively atmosphere with all amenities always within reach. 
 Layout: Upon entering you will find a representative welcome hall with mailboxes, a doorbell panel and access to the storage rooms, stairs and elevators to the living floors. 21st floor: Apartment entrance: Hall with access to all rooms, meter cupboard, storage space and toilet. Living room: A bright, cozy living room with large floor-to-ceiling windows that provide plenty of natural light. From the living room you have access to the spacious balcony with a breathtaking view of the city. Kitchen: A modern open kitchen in dark colours, equipped with luxury built-in appliances and ample storage space. Bedroom: Spacious, equipped with a double bed and linen cupboard, and also access to the balcony. Bathroom: Fully tiled in light gray tones, equipped with a spacious walk-in shower (rain shower), washbasin with mirror and a design radiator. Details: Shared bicycle shed Very spacious private storage room on the floor Underfloor heating Exclusive access to one of the largest roof gardens in Rotterdam, approximately 700 m², a unique recreational opportunity in the middle of the city, exclusively for residents of The CoolTower. The rentalprice is including advanced payment heating.",Stadsdriehoek,Flat,A+++,For rent: Flat Baan,https://www.pararius.com/apartment-for-rent/rotterdam/1b4dbe56/baan,Furnished,64.0,,,,1,2,09-12-2024,No,1985.0,Gallery flat,,"Includes: Electricity, Gas, Service costs, Water",,For rent,2023
1074 CW (Oude Pijp),Hausing,https://www.pararius.com/real-estate-agents/amsterdam/hausing,06-01-2025,Present,Amsterdam,Existing building,5900.0,"Description 

                                                         A modern three-bedroom apartment spanning 65 sq.m., situated on the second floor and move-in ready. This property features a bright bay window, a charming balcony, and a comfortable living space. The neighborhood is well-connected with public transportation and is just a 5-minute walk from the scenic Amstel River. Sharing is allowed for up to two people, and students are welcome with guarantors. A gross yearly income of 125 K is required to qualify for this rental. Please note that pets are not allowed. 
 DINING AREA AND KITCHEN 
 
 Rolling blinds & curtains 
 Floor heating 
 Ceiling lights 
 Wooden floor 
 Kitchen equipped with drawers and cabinets 
 Integrated 4 ring induction stove 
 Integrated extractor fan 
 Integrated oven- microwave combi 
 Integrated dishwasher 
 Integrated large fridge + freezer 
 
 BEDROOM ONE 
 
 Curtains 
 Ceiling lights 
 Wooden floor 
 Floor heating 
 Access to balcony 
 
 BEDROOM TWO 
 
 Curtains 
 Ceiling lights 
 Wooden floor 
 Floor heating 
 Access to balcony 
 
 BEDROOM THREE 
 
 Curtains 
 Ceiling lights 
 Wooden floor 
 Floor heating 
 
 BATHROOM 
 
 Walk-in rain shower and hand shower 
 Thermostatic shower control 
 Tiled floors and walls 
 Double basin sink 
 Illuminated mirror 
 Towel heater 
 
 TOILET 
 
 Sink 
 Toilet 
 
 RENTAL CONDITIONS 
 Deposit:  2 months rent 
 Utilities:  excluded 
 Contract : indefinite 
 Available : immediately 
 Registration:  max. 2 persons 
 Sharing:  allowed for 2 persons 
 Students:  allowed with guarantors 
 Pets:  are not allowed 
 Disclaimer : We do not accept any liability for the incompleteness, or inaccuracy of the advertisement, or any consequences that may result. All specified sizes are indicative.",Oude Pijp,Flat,E,For rent: Flat Ceintuurbaan,https://www.pararius.com/apartment-for-rent/amsterdam/312a720d/ceintuurbaan,Upholstered,65.0,,12,1,3,4,09-12-2024,No,2950.0,"Upstairs apartment, Apartment",Unlimited period,Excludes: Service costs,No,For rent,1896
5658 GE (Grasrijk),Rotsvast Eindhoven,https://www.pararius.com/real-estate-agents/eindhoven/rotsvast-eindhoven,06-01-2025,Not present,Eindhoven,Existing building,3980.0,"Description 

                                                         Type: Single-family house 
Location: Meerhoven / Eindhoven 
 Available immediately! 
 Are you looking for a current family home in the heart of Meerhoven? Then this house on the Grasmier the perfect opportunity for you. With a living area of 115m2, four bedrooms, south facing garden and also a shared but fully enclosed garden for the residents of this block, it is the ideal option for a family with (young) children. 
 The property has an energy label A and is also equipped with an air conditioning system on each floor. 
In the immediate vicinity of the house you will find the shopping center “Meerplein” with there a number of supermarkets, bakery, butcher, drugstore etc. There are also several sports facilities, schools, and nurseries in the area, and there is a huge park within walking distance of the house. 
 Global description: 
Entrance through the hall from which you can reach the living room, kitchen, toilet and staircase to the 1st floor. 
 Bright living room equipped with a tiled floor. From here you overlook the backyard, and connected to the front of the house you will find the (closed) kitchen. This consists of space for a breakfast / dining table, and there is a dishwasher installed, microwave-oven combination, 4-burner induction and various storage options are available. The refrigerator/freezer combination is separate. 
 1st floor: 
Spacious floor possessing three bedrooms, 2 of which are at the rear of the house. 
The bathroom is at the front and is equipped with a bath/shower combination, toilet and sink. 
 2nd floor: 
Possess a very spacious bedroom with windows on both sides. The attic offers space for a washer and dryer. 
 Garden: 
Low maintenance garden which is oriented to the south. From here you can reach the detached shed and the shared place which can be used by all residents of this block. 
 Lease term: Indefinite with a minimum duration of 12 calendar months. 
 Rent does not include costs for city heating, water and electricity consumption, TV + internet and municipal taxes.",Grasrijk,House,A,For rent: House Grasmier,https://www.pararius.com/house-for-rent/eindhoven/041828e7/grasmier,Upholstered,115.0,,12,1,4,5,09-12-2024,No,1995.0,"Mid-terrace house, Family home",Unlimited period,Excludes: Service costs,No,For rent,2004
5643 AK (Kruidenbuurt),HouseHunting Eindhoven,https://www.pararius.com/real-estate-agents/eindhoven/househunting-eindhoven,06-01-2025,Not present,Eindhoven,Existing building,1100.0,"Description 

                                                         **The property is  ONLY  for people who are new to the Netherlands (1st-year students/first-year working)** 
 **The rental period is a maximum 12 for students or 6 months for expats** 
 Property visits are not possible. 
 Available from: 01/01/2024 
Rent: €1000 incl GWE and service 
Furniture: €100 
Total rent: €1100 
Deposit: one month rent 
Furniture: completely furnished 
Possibility for registration: yes 
 PROPERTY 
The studio is on the 1st floor of a small-scale apartment complex built in 2018. 
 LOCATION 
Located near the city center of Eindhoven. 
 FACILITIES 
- Bed & mattress 
- Clothes closet and/or shelves 
- Washing machine 
- Fridge/freezer, stove, kitchen utilities 
- Iron 
- Vacuum cleaner 
 EXTRAS 
- Shared backyard 
- Space for bikes",Kruidenbuurt,Flat,A,For rent: Flat Leenderweg,https://www.pararius.com/apartment-for-rent/eindhoven/1b36588d/leenderweg,Furnished,30.0,,,1,,1,09-12-2024,No,900.0,"Gallery flat, Apartment",Temporary rental,Excludes: Service costs,No,For rent,2018
4812 GE (Heuvel),Rotsvast Breda,https://www.pararius.com/real-estate-agents/breda/rotsvast-breda,06-01-2025,Present,Breda,Existing building,1795.0,"Description 

                                                         Lovely apartment with balcony for rent in Breda with 2 bedrooms in the Heuvel district.",Heuvel,Flat,A,For rent: Flat Dirk Hartogstraat,https://www.pararius.com/apartment-for-rent/breda/d96a7a22/dirk-hartogstraat,Shell,93.0,,12,,2,3,09-12-2024,No,1795.0,"Gallery flat, Apartment",Unlimited period,Excludes: Service costs,No,Rented under option,2011
2012 MC (Bosch en Vaart),Homecrew,https://www.pararius.com/real-estate-agents/amsterdam/homecrew,06-01-2025,Present,Haarlem,Existing building,,"Description 

                                                         Rental period only 2 months! 
 EXCL. G/W/E/TV/Wifi. Deposit 2 months. Pets are not allowed. 
 Located on the Prinsessekade in Haarlem is this beautiful and spacious home. Prinsessekade 39 is a house with a living area of ??211 m2 and is located on a spacious plot with an area of ??190 m2. The house was built in 1916 and has no (known) energy label. 
 Compared to the street, the living area of ??this house is 26.3% larger than the average. If we look at the plot, this is 13.1% larger than the average. 
 Nice living in Haarlem, then you are in the right place here. Prinsessekade 39 is located in the cozy neighborhood Haarlemmerhoutkwartier. This is a child-friendly area with relatively many families. It is also a reasonably quiet area considering the population density. 
 The house is reasonably to easily accessible with many facilities in the area. Located within cycling distance of the center of Haarlem, walking distance from a supermarket and cycling distance from a train station. Furthermore, the first exit road in the vicinity is a 12-minute drive away.",Bosch en Vaart,House,C,For rent: House Prinsessekade,https://www.pararius.com/house-for-rent/haarlem/dfff07b8/prinsessekade,Furnished,211.0,,,1,4,5,09-12-2024,,2500.0,"Mid-terrace house, Family home",,,,For rent,1916
2525 WT (Groente- en Fruitmarkt),Homecrew,https://www.pararius.com/real-estate-agents/amsterdam/homecrew,06-01-2025,Present,Den Haag,Existing building,,"Description 

                                                         EXCL. G/W/E/TV/Wifi. Deposit 2 months. Pets are not allowed. 
 Completely modernized single-family home, available immediately! This characteristic and spacious single-family home is located in The Hague in the Laakkwartier on Lau Mazirellaan. The house has a living area of 123 m2 and is located on a plot with an area of 49 m2. The house was built in 2002 and has an energy label A. 
 Hip living in The Hague is possible in this neighborhood. This nice corner house with storage room, terrace and private parking for two cars is located in a fairly quiet street in the Laakkwartier near the Groente and Fruit Market. This is a child-friendly neighborhood with relatively many families. The neighborhood has a relatively large number of young residents between the ages of 25 and 44. Furthermore, it is a relatively quiet neighborhood, considering the population density. It is a pleasant and lively neighborhood with many attractive and authentic shops and local supermarkets. Within walking distance you can reach the Zuiderpark, the Hague market and many other multicultural places in The Hague. 
 The house consists of three floors with a total of six rooms, including 3 bedrooms, storage room, living room/kitchen and office. 
Layout: The ground floor consists of an office (possible to use as a bedroom), storage room with access to the garage and an extra toilet. At the rear of the house there are two covered parking spaces (25 m2) that are accessible via a shared entrance and the space is equipped with camera systems and is therefore ideal for the car, motorcycle or scooter! 
 The first floor has underfloor heating. On this floor is the living room, kitchen and adjoining terrace of 25 m2 located on the sunny south. 
The 2nd floor has three bedrooms. The bathroom with a walk-in shower, washbasin and toilet is also on this floor. 
 The house is reasonably accessible with many facilities nearby. Situated within cycling distance of the center of The Hague, walking distance from a supermarket and walking distance from a train station. In addition, the nearest exit road in the vicinity is only a 6-minute drive away. Public transport (bus, tram, train) within walking/cycling distance with good connections to all of The Hague, Rotterdam, Delft, Leiden, Amsterdam, Utrecht, Rijswijk, Schiphol, Rotterdam The Hague Airport. Highways (A4 and A12) and arterial roads are easily accessible.",Groente- en Fruitmarkt,House,A,For rent: House Lau Mazirellaan,https://www.pararius.com/house-for-rent/den-haag/cf762e3a/lau-mazirellaan,Upholstered,123.0,,,,3,4,09-12-2024,,2250.0,"Corner house, Family home",,,,For rent,2002
1073 BS (Oude Pijp),Homebay,https://www.pararius.com/real-estate-agents/amstelveen/homebay,06-01-2025,Not present,Amsterdam,Existing building,7200.0,"Description 

                                                         Lovely apartment for rent in Amsterdam with 3 bedrooms in the Oude Pijp district.",Oude Pijp,Flat,E,For rent: Flat Govert Flinckstraat,https://www.pararius.com/apartment-for-rent/amsterdam/435073f1/govert-flinckstraat,Upholstered,97.0,,,2,3,4,09-12-2024,No,3600.0,Upstairs apartment,Unlimited period,Excludes: Service costs,,For rent,1884
5401 GA (Centrum),GoHome,https://www.pararius.com/real-estate-agents/amsterdam/gohome,01-02-2025,Not present,Uden,Existing building,,"Description 

                                                         Beautiful apartment for rent in Uden with 1 bedroom in the Centrum district.",Centrum,Flat,A,For rent: Flat Pastoor Spieringsstraat,https://www.pararius.com/apartment-for-rent/uden/84960171/pastoor-spieringsstraat,,64.0,,,,1,2,09-12-2024,,1002.0,Upstairs apartment,,,,For rent,1970
3021 HL (Middelland),VERRA Makelaars Rotterdam,https://www.pararius.com/real-estate-agents/rotterdam/verra-makelaars-rotterdam,17-02-2025,Present,Rotterdam,New development,4100.0,"Description 

                                                         Beautiful, fully furnished 2-room apartment available within a modern apartment building, located in the lovely & hip neighbourhood 'Het Nieuwe Westen'. 
 Complex and Surroundings 
This modern apartment complex (opened in the summer of 2020) sits at the crossroad of the monumental city streets Mathenesserlaan and Heemraadssingel, the latter one being known for its famous canal and green walking area.  The building itself has been entirely transformed, from a school building into a residential complex, of which only the structural beams and columns of the old building remained partly visible from the inside.   
 The surrounding neighbourhood has undergone major developments, while most of the houses and buildings in the area were built at the beginning of the previous century, more and more hip and alternative spots have opened lately. The apartment complex is perfectly located in the western part of the city centre, while it remained a quiet location it is still in the immediate vicinity of active and pleasant street life. There are various trendy shops, cafes and restaurants in the surrounding streets, like the Nieuwe Binnenweg, 2e Middellandstraat and Vierambachtsstraat. Besides, both parks and cultural facilities – including museums, theatres, cinemas and the well-known Blijdorp zoo – are all within easy reach.   
 Rotterdam Central Station can easily be reached by foot or bicycle, there are various public transport options (Bus, Tram, Metro, Train), and the ring road is also quickly and easily accessible by car. 
 Lay out 
Modern, lightful central hall to entry the building complex with access to the mailboxes and elevators. The central hall contains a ‘bring-me-box’ locker system where your parcels can be brought and safeguarded when you are not at home.   
 The entrance of the apartment is located on the ground floor, directly accessible from the central hall. The large windows in the bright living room ensure a pleasant view over the beautiful Heemraadssingel, where people quietly relax on the grass and enjoy the water in the summer, while children ice skate on the frozen Singel in the winter. The apartment is situated 1.5 meters above street level, the customised blinders prevents outsiders from looking inside while residents can still enjoy the astonishing view outside.    
 The living room contains modern furniture (including a Samsung The Frame TV, Philips Hue lighting), lovey couch with ottoman, cosy dining area, and open kitchen. The kitchen has a modern design with a granite worktop, spacious drawers & storage compartments and high-end AEG branded, energy efficient equipment (including a combi-oven, fridge, freezer, induction hob, extractor, dishwasher, integrated wine climate cabinet and electric kettle). The balcony of 6m2 (facing South-West) is accessible from the living room.  
 The spacious bedroom has a large double bed (box spring), a built-in wardrobe and a clothing rack. From here, there is direct access to the bathroom which has a double sink with heated mirror, bathroom furniture’s and a walk-in shower.   
 All furniture in the apartment is only 4 years old, and is still in perfect condition. The monthly cleaner keeps the apartment perfectly clean and pleasant.   
 From the hallway you can reach the separate toilet, as well as the cleaning/installation room where a washing machine (also AEG), domestic installations and storage space (several hanging shelves) are located. All rooms in the apartment have underfloor heating, and the air is purified via a mechanical ventilation system. Also, the apartment has an electronic security system. Both the balcony door as well as the bedroom window have customized mosquito screens.      
 In the basement of the building complex there is a common spacious bicycle storage cage, easily accessible for residents.  
 Comments: 
 
 Available from the 17th of February 2025; 
 Beautiful, modern and well maintained apartment;  
 Fully furnished with high-end furniture and equipment]; 
 Very suitable for a single or couple;  
 The property is initially available for a maximum duration of 10 monhts, With a high change of extension for 1-2 years;  
 Advanced monthly payment of €200,00 for heating, electricity and water supply (mandatory); 
 Advanced monthly payment of €150,00 for television & internet  and monthly use of household cleaning services(mandatory); 
 Deposit of 2 months applicable (mandatory);  
 Private storage present and shared bike storage; 
 Pets not allowed;   
 Smoking inside not allowed; 
 There is no parking lot available nor a parking permit possible;  
 Very close to public transport (Bus, Tram, Metro and Train).",Middelland,Flat,A+,For rent: Flat Mathenesserlaan,https://www.pararius.com/apartment-for-rent/rotterdam/eb703d00/mathenesserlaan,Furnished,68.0,,,1,1,2,09-12-2024,,2050.0,"Downstairs apartment, Apartment",,,,For rent,2020
1095 DX (Indische Buurt-Oost),Hausing,https://www.pararius.com/real-estate-agents/amsterdam/hausing,20-01-2025,Present,Amsterdam,Existing building,4500.0,"Description 

                                                         Modern two-bedroom apartment (85 sq.m.) available, featuring 1 bathroom, a separate toilet, and a spacious balcony with stunning views. The apartment is furnished, situated on the 3rd floor of a contemporary building with both stair and elevator access. We are seeking a tenant who can move in on January 20, 2025, for a 6-month lease. Applicants must have a gross annual income of 90 K. Home sharing is allowed for working professionals, and pets are allowed upon request. The apartment is located just 50 meters from Flevorpark, the apartment is well-connected, with tram stops (lines 3 and 14) right outside the building and Muiderpoort Station nearby. The layout and furniture of the house have been slightly adjusted; please refer to the video for details. 
 LIVING AREA 
 
 Wooden floor 
 Ceiling lights 
 Sofa with coffeetable 
 Armchair 
 TV on tv furniture 
 Dining table & 4 dining chairs 
 Curtains 
 Central heating 
 
 KITCHEN 
 
 Kitchen equipped with drawers and cabinets 
 Integrated 4 ring gas stove 
 Integrated extractor 
 Integrated steam oven 
 Integrated dishwasher 
 Integrated fridge + freezer 
 
 BEDROOM ONE 
 
 Double bed [160x200] 
 Ceiling lights 
 Bedside table 
 Bedside light 
 Window blinds 
 Central heating 
 Access to balcony 
 
 BEDROOM TWO 
 
 Desk and chair 
 Ceiling lights 
 Window blinds 
 Bed 
 Wardrobe 
 Chest of drawers 
 Central heating 
 
 BATHROOM 
 
 Shower 
 Sink & mirror 
 Towel heater 
 
 TOILET 
 
 Sink basin 
 Toilet 
 
 GENERAL 
 
 Storage room 
 Washing machine 
 Tumble dryer 
 Central heating 
 Wooden floor 
 Double glass windows 
 Balcony 
 
 RENTAL CONDITIONS 
 Deposit: 2 months rent 
Utilities: excluded 
Contract: 6 months [type C] 
Available: 20th January 2025 
Registration: max. 2 person 
Home sharing: allowed 
Pets: allowed on request 
 Disclaimer: We do not accept any liability for incompleteness, inaccuracy of the advertisement or any consequences that it may result. All specified sizes are indicative.",Indische Buurt-Oost,Flat,B,For rent: Flat Insulindeweg,https://www.pararius.com/apartment-for-rent/amsterdam/576a2be8/insulindeweg,Furnished,85.0,6,,1,2,3,09-12-2024,Yes,2250.0,"Upstairs apartment, Apartment",Temporary rental,Excludes: Service costs,No,For rent,1999
6522 BC (Hunnerberg),next move makelaars,https://www.pararius.com/real-estate-agents/kerkdriel/next-move-makelaars,,Not present,Nijmegen,Existing building,2990.0,"Description 

                                                         Beautiful furnished apartment for rent in Nijmegen with 1 bedroom in the Hunnerberg district.",Hunnerberg,Flat,A++,For rent: Flat Berg en Dalseweg,https://www.pararius.com/apartment-for-rent/nijmegen/07666b77/berg-en-dalseweg,Furnished,61.0,7,,1,1,2,09-12-2024,,930.0,"Semi-detached house, Apartment",Temporary rental,,,For rent,2023
