address,agent_name,agent_url,area,available,balcony,construction_type,deposit,description,duration,dwelling_type,energy_rating,garden,house_name,house_url,interior,number_of_bathrooms,number_of_bedrooms,number_of_rooms,offered_since,pets_allowed,price,property_type,rental_agreement,service_cost,smoking_allowed,status,year_of_construction
5623 BB (Rapenland),Rotsvast Eindhoven,https://www.pararius.com/real-estate-agents/eindhoven/rotsvast-eindhoven,57 m²,2024-12-02 00:00:00,Present,Existing building,2253.0,"
                ,Description,

                                                        ,Type: Apartment,
Location: Eindhoven,
,PLEASE NOTICE, THE APARTMENT IS ONLY AVAILABLE FOR A STUDENT AND NOT FOR WORKERS. APPLIES FROM CANDIDATES WHO ARE WORKING WILL NOT BE ANSWERED.,
,Modern and well maintained apartment available, located in a central location in the district of Rapenland, in Eindhoven. The property has an energy label A and is therefore efficient in energy consumption.,
The apartment complex also offers several shared facilities, including a cozy roof terrace and even a sauna and gym including materials!,
,In the immediate vicinity of the house you will find a supermarket, doctor's office and also a good connection to the center of Eindhoven.,
,Global description:,
,Access to the complex through the central entrance, including a doorbell panel, mailboxes and stairs + elevator setup.,
,1st Floor:,
Entrance to the apartment through the hall, which provides access to the living room, toilet and a closet with plumbing for washing machine.,
,Cozy living room with lots of natural light because of the many windows, and connected you will find the open kitchen with a microwave-oven combination, refrigerator, dishwasher and 4-burner stove.,
On the right side of the kitchen you can reach the balcony.,
,The bedroom is connected to the living room and offers enough space for a double bed and closet. From here you can also reach the bathroom, which has a shower and sink with conversion.,
,With the apartment also comes a private parking space in the garage below.,
,Rent for a maximum period of 24 months.,
,Rental price includes service costs, but excludes costs for gas, water and electricity consumption (own name), television/internet and municipal taxes.,
                            ",Maximum of 24 months,Flat,A,Not present,For rent: Flat Dr Cuyperslaan in Eindhoven,https://www.pararius.com/apartment-for-rent/eindhoven/79c1f882/dr-cuyperslaan,Upholstered,1,1,2,2024-11-18 00:00:00,Yes,1127.0,"Staircase-accessed flat, Apartment",Temporary rental,Excludes: Service costs,No,For rent,2011
2518 AE (Zeeheldenkwartier),Rent Valley,https://www.pararius.com/real-estate-agents/den-haag/rent-valley,143 m²,2024-12-02 00:00:00,Not present,Existing building,2495.0,"
                ,Description,

                                                        ,Please note: This property is not suitable for students!,
,Discover the perfect blend of comfort and convenience in this duplex apartment located in the heart of The Hague. The main floor a spacious living room filled with natural light, a separate kitchen, and a toilet. Upstairs, you'll find an elegant bedroom that opens directly onto a modern bathroom, creating a unique and private living space.,
,This apartment is ideally situated, with the historical centre, palace garden, theatres, shops, restaurants, and international organizations all within walking or biking distance. Enjoy nearby green spaces like the Scheveningse Bosjes and the Peace Palace, and take advantage of easy access to the beach and dunes. With major access roads just 5 minutes away and excellent public transport options, commuting is a breeze.,
,Experience the best of The Hague with this duplex apartment, offering both a prime location and a comfortable living space.,
                            ",,Flat,A+,Not present,For rent: Flat Bazarstraat in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/90afcc18/bazarstraat,Upholstered,,1,2,2024-11-18 00:00:00,No,2495.0,Upstairs apartment,Unlimited period,Excludes: Service costs,No,For rent,1900
1018 AM (Oostelijke Eilanden/Kadijken),Amstelland Makelaars,https://www.pararius.com/real-estate-agents/amsterdam/amstelland-makelaars,107 m²,2025-01-02 00:00:00,Present,Existing building,6400.0,"
                ,Description,

                                                        ,Offered for rent in Amsterdam-Centre (Cruquiuskade):,
,We offer a modern furnished 3-room apartment located on Cruquiuskade in the centre of Amsterdam. ,
,Surroundings:,
Located on Cruquiuskade, this flat offers a quiet yet central living environment in the heart of Amsterdam. Nearby you will find Brewery ‘t IJ, the lively Czaar Peterstraat and the beautifully landscaped Funenpark. The neighbourhood offers an attractive combination of city amenities and a quiet living environment with various shops, catering establishments and recreational facilities within reach.,
,Layout:,
This spacious, bright apartment of approx. 180 m2 is located in the centre of Amsterdam. The apartment is located on the fourth floor of a well-maintained, modern complex with elevator. ,
,Through the entrance you reach the hall of the apartment. The hall provides access to the bathroom (equipped with walk-in shower and washbasin), a separate toilet and an internal storage room. ,
,The spacious living room, with large windows, provides a light and open feeling and offers access to the conservatory at the front with beautiful views. The open kitchen is equipped with various appliances such as an oven, fridge and dishwasher.,
,The apartment features a comfortable bedroom with fitted wardrobes and Auping bed, as well as the separate study which can also serve as a second bedroom. The balcony of approx. 13 m² at the rear offers a peaceful outdoor space.,
,This energy-efficient flat features energy label A and a heat recovery system.,
,There are excellent public transport connections via various train, metro, bus and tram lines. Major arterial roads are in the vicinity including the A10 ring road and make Cruquiuskade a convenient location for commuting.,
,Details:,
,
,Available from early January (by mutual agreement);,
,energy label A;,
,semi-furnished and furnished;,
,living area approx. 108 m² and balcony approx. 13 m²;,
,external storage space of approx. 7 m²;,
,no sharers / no students;,
,available for an indefinite period (Model A);,
,rental period: minimum 12 months;,
,rental price € 3.250,- per month;,
,deposit: equal to two months rent;,
,reservation permission landlord;,
,
,For more information or to make an appointment for a viewing, please contact our office. We are happy to provide you with further information.,
,This property is offered in accordance with article 7:17 paragraph 6 of the Civil Code. The specified features are intended as an indication only.,
                            ",,Flat,A,,For rent: Flat Cruquiuskade 151 in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/1a4c2397/cruquiuskade,Upholstered or furnished,1,2,3,2024-11-18 00:00:00,,3250.0,"Upstairs apartment, Apartment",,Includes: Service costs,,For rent,2002
3011 EW (Stadsdriehoek),Ooms Makelaars Woningen,https://www.pararius.com/real-estate-agents/rotterdam/ooms-makelaars-woningen,96 m²,In consultation,Not present,Existing building,,"
                ,Description,

                                                        ,Lovely furnished apartment for rent in Rotterdam with 2 bedrooms in the Stadsdriehoek district.,
                            ",,Flat,B,Not present,For rent: Flat Churchillplein 80 in Rotterdam,https://www.pararius.com/apartment-for-rent/rotterdam/8f6cc467/churchillplein,Upholstered or furnished,1,2,3,2024-11-18 00:00:00,,2250.0,"Mezzanine, Apartment",,Excludes: Service costs,,For rent,1981
6541 GS (Biezen),Expatdesk Nijmegen,https://www.pararius.com/real-estate-agents/nijmegen/expatdesk-nijmegen,152 m²,2025-01-11 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Located in the popular “Koningsdaal” neighborhood, we now offer a fully furnished single-family home with 4-bedrooms, 2 bathrooms, a south-east facing backyard and private parking. Available with diplomacy clause until 30-04-2026.,
,The house is located in a quiet street with only local traffic. At the rear of the house is a parking lot with private parking. In the immediate vicinity of the house are also the Krayenhoffpark and Westerpark, as well as the Honigfabriek, the Vasim area and the Waal. ,
,Within cycling distance of the house the city center, central train station, as well as the Radboud Campus are available. By car, main roads A325 and A50/A73 can be reached in aprox 10 minutes.,
,Koningdaal is a young neighborhood, built in 2019. The neighborhood is characterized by modern construction with a neoclassical look, among a variety of other designs in the area. Koningsdaal is part of Nijmegen new West, which is still under development. It is popular -especially with a lot of young families- because of its convenient location near the city center, main roads and the proximity of public green, faclilities and playgrounds.,
,Layout:,
Through the entrance/hallway with toilet you reach the spacious, expanded living room. This has a neat PVC floor and gives access to the luxurious L-shaped open plan kitchen. The kitchen is equipped with an oven, microwave, large refrigerator, separate freezer, cooker, dishwasher and 4-burner induction hob with extractor hood.,
,From the living room is the well-sized backyard accessible, south-east facing. The garden has a back entracne and a storage shed. From the garden, the private parking space is accessible.,
,1st Floor:,
Landing with access to all rooms. Spacious bedroom at the front of the house which has a large wardrobe and double bed (approximately 16 sqm). 2 bedrooms at the backside of the house which will come mostly empty (resp. 16 and 8 sqm). Luxurious bathroom which has a bathtub, separate shower, toilet and washbasin.,
,Second floor:,
Landing with access to a separate laundry room. Spacious 4th bedroom over the entire floor of the house, that offers a lot of storage space and a double bed. Luxurious 2nd bathroom with shower, washbasin and 3rd toilet.,
,Specialties:,
,
,4-bedroom family house;,
,Furnished level of delivery;,
,Available for a temporary period;,
,Diplomacy clause until 30-04-2026;,
,Situated in 'Koningsdaal' area, Nijmegen west;,
,Close to several facilities;,
,Energylabel A.,
,
,The advertised rental price is per month and exclused the expenses for water, electricity, city heating, cable/internet and municipality taxes.,
,Are you interested in this temporary and furnished accommodation? Then contact us for a non-obligational viewing!,
                            ",,House,A,"Present (54 m², located on the south-east)",For rent: House Albert Trouwborststraat in Nijmegen,https://www.pararius.com/house-for-rent/nijmegen/5ae7fc31/albert-trouwborststraat,Furnished,2,4,6,2024-11-18 00:00:00,,2475.0,"Mid-terrace house, Family home",,Excludes: Service costs,,For rent,2016
3511 AD (Wijk C),B&S Rental Service,https://www.pararius.com/real-estate-agents/utrecht/b-en-s-rental-service,71 m²,2025-02-01 00:00:00,Present,Existing building,4500.0,"
                ,Description,

                                                        ,This nice 1 bedroom apartment with balcony is located on one of the most famous canals in Utrecht, the Oudegracht. The apartment is located in the middle of many nice restaurants and shops and also within walking distance of the Central Station.,
,This house has been completely renovated while retaining the old details. The apartment has a bright spacious living room, a modern kitchen with all appliances and a modern bathroom with shower.,
,Layout:,
,Hall, landing, separate toilet, living/dining room, modern open kitchen, bedroom, modern bathroom and a storage loft.,
We are specialized in renting objects to expats stationed in the Netherlands.,
,Particularities:,
,
,Minimum rental period of 12 months,
,Income requirement: gross monthly salary is at least 3x the monthly rent,
,Rent is excluding gas/city heating, water, electricity, internet/ TV and municipal taxes (user part),
,No pets allowed,
,Smoking is not permitted,
,House sharing is not allowed,
,This property does not have a definitive energy certificate,
,Upon owners approval,
,Deposit equals two months’ rent,
,
,This information and all pictures have been compiled by us with the necessary care. No liability is accepted for any incompleteness, inaccuracy or otherwise, or the consequences thereof. All sizes and dimensions are indicative.,
Published measurements are not measured NEN,
                            ",,Flat,,Not present,For rent: Flat Oudegracht in Utrecht,https://www.pararius.com/apartment-for-rent/utrecht/96ba969a/oudegracht,Furnished,1,1,2,2024-11-18 00:00:00,No,2250.0,"Upstairs apartment, Apartment",Unlimited period,Excludes: Service costs,No,Rented under option,1450
1771 HR (Waddenwijk),Heimstaden,https://www.pararius.com/real-estate-agents/amsterdam/heimstaden,48 m²,2025-01-09 00:00:00,Present,Existing building,,"
                ,Description,

                                                        ,Nice apartment with balcony for rent in Wieringerwerf with 1 bedroom in the Waddenwijk district.,
                            ",,Flat,C,Not present,For rent: Flat Texelstroom 12 in Wieringerwerf,https://www.pararius.com/apartment-for-rent/wieringerwerf/44d6a5f4/texelstroom,Shell,1,1,2,2024-11-18 00:00:00,,763.0,Upstairs apartment,,,,For rent,1985
4284 VA (Rijswijk (NB)),123Wonen Breda,https://www.pararius.com/real-estate-agents/breda/123wonen-breda,383 m²,2025-02-01 00:00:00,,Existing building,,"
                ,Description,

                                                        ,Rent includes garden maintenance!,
A detached villa located on the old dike that runs from Woudrichem to beyond Rijswijk. From the kitchen and living room a beautiful view over a nature reserve (owned by Brabants Landschap) sandwiched between the said dike and the later constructed water retaining cycle dike. A tranquil piece of nature. Behind the bicycle dike is the dammed up Meuse. A place of pleasant recreation with beaches, swimming water and views of Loevestein Castle. Surely that's what you want!,
,The house, originally built in 1930, was virtually demolished in 2012 and then rebuilt and attached, with a new thatched roof, all under the supervision of architect Frank Ruiter. The result is a beautiful virtually new home, built with first-class materials. Spread over four floors, the house has 383 m² of living space, a huge and comfortable home. The sitting room and large kitchen are located at dike level. From these rooms, you can enjoy the beautiful view. With a bit of luck, you can see the deer walking in the morning. Pheasants and hares are regular visitors.,
,On the third floor there are several bedrooms, including the atmospheric master bedroom. The first floor has been made suitable as an independent flat with a sitting room (now office) bedroom and private bathroom. There is also a large garage here. The garden is large. If you want to live beautifully, close to nature, about 5 kilometres from the access to the A27, within walking distance to the historic fortress of Woudrichem, swimming water and the ferry to Gorinchem, you will find the ideal place here. You are invited.,
,Details;,
- Available from 01-02-2025,
- Breathtaking views,
- 2 bathrooms, 8 bedrooms,
- Ideal property for a short break,
- No house sharing,
- Deposit 2 months rent,
                            ",,House,B,Present (2.080 m²),For rent: House Maasdijk in Rijswijk (NB),https://www.pararius.com/house-for-rent/rijswijk-nb/4110755e/maasdijk,Furnished,2,8,11,2024-11-18 00:00:00,,2650.0,"Detached house, Villa",,,,For rent,1930
2011 WP (Vijfhoek),ViaDaan,https://www.pararius.com/real-estate-agents/eindhoven/viadaan,24 m²,2024-12-02 00:00:00,Present,Existing building,1000.0,"
                ,Description,

                                                        ,Comfortable studio with balcony for rent in Haarlem with 1 bedroom in the Vijfhoek district.,
                            ",,Studio,B,Not present,For rent: Studio Barrevoetestraat 12 A in Haarlem,https://www.pararius.com/studio-for-rent/haarlem/5d2d142a/barrevoetestraat,Upholstered,,1,2,2024-11-18 00:00:00,,870.0,Studio,Temporary rental,"Includes: Electricity, Gas, Service costs, Water",,For rent,1905
6464 CL (Chevremont),Housing 4 You,https://www.pararius.com/real-estate-agents/maastricht/housing-4-you,140 m²,In consultation,Not present,Existing building,2400.0,"
                ,Description,

                                                        ,For rent in Kerkrade a very spacious upstairs apartment of approx. 140m2 with 4 bedrooms,
,A semi-detached double house with each its own entrance, located on the Lindenlaan in Chèvremont, Kerkrade. In the immediate vicinity are extensive shopping and other local facilities. Various arterial roads and the center of Kerkrade are a stone's throw away.,
,Layout:,
Hall/entrance (8m x 1.2m); basement rooms (8m x 8m).,
1st floor: landing (2m x 2m); living room (8.5m x 4.5m);,
kitchen (4m x 2.4m); bedroom 1 (3.4m x 3.9m);,
bathroom with toilet (4m x 3.2m); roof terrace (8m x3m).,
,2nd floor: landing (8.2m x 1.6m); bedroom 2 (2.7m x 3.7m); bedroom 3 (4.5m x 3.2m); bedroom 4 (3.7m x 2.4m);,
toilet (1m x 1m); storage room (2.1m x 2.6m).,
,Special features:,
,– Fully equipped with plastic frames.,
– Own utilities (CV boiler Remeha Avanta CW4 28c,
A-label + year of construction 2020).,
– 4 bedrooms, with the possibility of creating a,
– Large roof terrace.,
,The rental price for this spacious upstairs apartment is € 1,200, - excl. GWE. The deposit is € 2,400, -. Pets in consultation.,
                            ",Minimum of 12 months,Flat,G,Not present,For rent: Flat Lindenlaan in Kerkrade,https://www.pararius.com/apartment-for-rent/kerkrade/09d007a1/lindenlaan,Upholstered,1,4,5,2024-11-18 00:00:00,No,1200.0,Upstairs apartment,Unlimited period,Excludes: Service costs,No,For rent,1930
1181 TZ (Elsrijk West),Amsterdam Housing,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-housing,180 m²,2024-12-23 00:00:00,Not present,Existing building,12500.0,"
                ,Description,

                                                        ,Details:,
Size of the house (m2) approximately 180 m2,
Number of bedrooms: 5,
Number of bathrooms: 2,
Type of house: Villa,
Quality of public transportation: Good,
Interior decoration: Semi-furnished,
Flooring: Parquet,
,Also in this rental property:,
,
,Garage + space for multiple cars.,
,Separate shower ,
,Separate toilet,
,Bath tub,
,Storage: shed,
,Garden  (facing north),
,Ground floor, 1st floor & attic,
,
                            ",,House,A,"Present (20 m², located on the north)",For rent: House Heemraadschapslaan in Amstelveen,https://www.pararius.com/house-for-rent/amstelveen/55cbad51/heemraadschapslaan,Upholstered,2,5,6,2024-11-18 00:00:00,,6250.0,"Detached house, Villa",,,,For rent,2009
"3532 HH (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)",EU-Makelaardij,https://www.pararius.com/real-estate-agents/utrecht/eu-makelaardij,20 m²,2024-12-02 00:00:00,Not present,Existing building,2500.0,"
                ,Description,

                                                        ,A beautifully studio in the heart of Utrecht!,
,MAXIMUM 1 person!!,
,The studio:,
-Situated on the first floor at the front of the house,
-Is fully furnished and luxuriously decorated,
-The open kitchen is equipped with various conveniences,
-Fully tiled bathroom with sink, shower and toilet,
,The surroundings,
This nice and bright studio is located in Utrecht West in the Majella district, around the corner from the beautiful Majella Park. In the immediate vicinity there are several shops for daily shopping and trendy restaurants. The bus to the city stops less than half a minute from the front door and by bike you can reach the city centre and the central station in just a few minutes.,
,Details:,
-The property has double glazing throughout,
-Price is €1250,- included utilities and internet,
-Suitable for one MAXIMUM person,
-Available from 01 December 2024,
-Deposit is equal to two month's rent,
,BE QUICK TO REACT FOR A VIEWING!,
                            ",,Flat,D,Not present,For rent: Flat Vleutenseweg in Utrecht,https://www.pararius.com/apartment-for-rent/utrecht/1ac58d2e/vleutenseweg,Furnished,1,,1,2024-11-18 00:00:00,No,1250.0,"Upstairs apartment, Apartment",Unlimited period,"Includes: Electricity, Gas, Internet, Service costs, Water",No,For rent,1936
9713 JS (Gorechtbuurt),Gruno Vastgoed B.V.,https://www.pararius.com/real-estate-agents/groningen/gruno-vastgoed-b-v,18 m²,In consultation,Not present,,565.0,"
                ,Description,

                                                        ,Description,
The room is spacious and equipped with a separate kitchen, giving you extra convenience. The toilet and bathroom are shared with the residents of the other two rooms.,
,Location,
The room is ideally located in the Gorechtbuurt of Groningen. Within a few minutes of cycling you will be in the center of Groningen, where you can enjoy shops, restaurants, cafes and cultural facilities. In addition, major arterial roads are easily accessible.,
,Layout,
The room is located on the second floor of the house. The room is located at the rear of the building. The room has its own kitchen, complete with the necessary amenities. The toilet and bathroom are also located on this floor and are maintained together with the inmates.,
,Rental price,
The rent for this room is €656.37 per month. This amount includes an advance payment for gas, water, electricity, internet and TV.,
                            ",Maximum of 21 months,Room,,Not present,For rent: Room E. Thomassen à Thuessinklaan in Groningen,https://www.pararius.com/room-for-rent/groningen/236c6e82/e-thomassen-a-thuessinklaan,Upholstered,,,1,2024-11-18 00:00:00,,564.0,,Temporary rental,"Includes: Electricity, Gas, Service costs, Water",,For rent,
3313 BK (Merwedepolder-Oost),NederWoon verhuurmakelaars Nijmegen,https://www.pararius.com/real-estate-agents/nijmegen/nederwoon-verhuurmakelaars-nijmegen,77 m²,In consultation,Present,Existing building,,"
                ,Description,

                                                        ,Beautiful apartment with balcony for rent in Dordrecht in the Merwedepolder-Oost district.,
                            ",,Flat,B,,For rent: Flat Tjongerstraat in Dordrecht,https://www.pararius.com/apartment-for-rent/dordrecht/f5a9848b/tjongerstraat,,,,3,2024-11-18 00:00:00,,919.0,"Staircase-accessed flat, Apartment",,,,For rent,1970
1448 LC (Europa),RELO Wonen Purmerend,https://www.pararius.com/real-estate-agents/purmerend/relo-wonen-purmerend,45 m²,2024-12-02 00:00:00,Present,Existing building,1475.0,"
                ,Description,

                                                        ,1 bedroom apartment with own parkingplace for rent in Kop West, Purmerend,
,For rent, with private parking on enclosed grounds this beautiful apartment of approx. 45 m2 located in the apartment complex Het Zuiderterras. The apartment is located in one of the most beautiful places in Kop West near the Milky Way bridge and along the Noordhollandsch Canal within walking distance of the center of Purmerend, public transport and roads.,
,Layout:, Through the central entrance you can take the stairs or elevator to the house located on the first floor. At the front of the apartment is a nice living room with large windows and sliding doors to the spacious covered balcony. Also here is the modern open kitchen with induction hob, extractor hood, combi microwave, dishwasher and fridge with freezer compartment. At the rear of the house is a well-sized bedroom and a bathroom with shower and sink. There is a separate toilet and a separate room for the washing machine. The entire house has a beautiful laminate floor with underfloor heating.,
,
,The rental price includes a contribution for service costs and a private parking space in a secured area. Please note: parking permits are not issued in this neighborhood.,
,The apartment complex offers several shared facilities, including two rooftop terraces, two covered communal bicycle storage areas, and a shared indoor space with a kitchenette. This space is perfect for working from home or hosting a small event.,
,
                            ",,Flat,A,Not present,For rent: Flat Singelbuurt in Purmerend,https://www.pararius.com/apartment-for-rent/purmerend/d8c51f34/singelbuurt,Upholstered,1,1,2,2024-11-18 00:00:00,No,1475.0,"Gallery flat, Apartment",Unlimited period,Includes: Service costs,No,For rent,2020
2586 HD (Scheveningen Badplaats),Four Star Apartments,https://www.pararius.com/real-estate-agents/den-haag/four-star-apartments,35 m²,2024-12-02 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Comfortable studio for rent in Den Haag with 1 bedroom in the Scheveningen Badplaats district.,
                            ",Maximum of 4 months,Studio,,Not present,For rent: Studio Berkenbosch Blokstraat in Den Haag,https://www.pararius.com/studio-for-rent/den-haag/d1acc7ae/berkenbosch-blokstraat,Furnished,1,1,2,2024-11-18 00:00:00,No,2100.0,Studio,Temporary rental,Excludes: Service costs,No,For rent,1925
1079 TC (Rijnbuurt),Overbruggingsverhuur.nl,https://www.pararius.com/real-estate-agents/den-haag/overbruggingsverhuur-nl,77 m²,2024-12-02 00:00:00,Present,Existing building,,"
                ,Description,

                                                        ,928601,
,Attention! You can only request a viewing online via this website.,
,Please state the following information in your viewing request:,
,1. Number of adults who will live in the house,
,2. Number of children who will live in the house,
,3. Do you have pets, if so? Which?,
,4. The joint net monthly income,
,5. Can you pay an increased deposit, if so? How much?,
,6. The reason for moving,
,7. By when you want to move into the house,
,************************************************,
,Description provided by lessor and conditions:,
,Stylishly finished top floor apartment (77m²) with a spacious roof terrace (24m²) and a separate balcony. The property was recently (2021) renovated to a high standard and features a large bedroom and two smaller bedrooms/workrooms. Located in a characteristic building in the quiet Rivierenbuurt. This apartment has been renovated with attention to detail and offers a pleasant layout with a through-living room, open kitchen, two bedrooms, two separate toilets, and a modern bathroom. In addition, the property also has a balcony and a roof terrace.,
,Second floor: Upon entering the living room, the abundance of natural light immediately catches your eye. The long through-layout, with a bay window facing west at the front and French doors at the rear opening onto the balcony, ensures optimal light throughout the entire length of the room. The choice of beautiful wide plank parquet flooring with underfloor heating, sleek plasterwork, and a Scandinavian finish enhances the space.,
,At both the front and rear of the property, a (bed)room has been created that can be used for various purposes. The room at the rear has access to the balcony.,
,The living kitchen (2021) at the front of the property is designed along the length of the room, featuring a beautiful composite countertop that continues to the kitchen cabinets. It is naturally equipped with all necessary cooking amenities, such as a 5-burner induction cooktop, range hood, combi-oven, boiling water tap (Quooker), dishwasher, fridge/freezer combination, and wine cooler.,
,This floor also includes a separate toilet and centrally located stairs leading to the next floor.,
,Third floor: The third floor features a spacious bedroom, a separate toilet, and a modern bathroom.,
,The bedroom at the front has double French doors leading to a small balcony facing west. The bedroom is equipped with air conditioning (heating and cooling) and a large built-in wardrobe.,
,The modern bathroom (2021) is optimally designed and features a vanity with storage, heated mirror, towel radiator, and a spacious shower.,
,Roof terrace: The generous roof terrace can be accessed via the internal staircase. The roof terrace (24m²) offers a beautiful view over part of the city and faces east, where it is possible to enjoy the sun for long periods in the summer. Additionally, the roof terrace is equipped with electrical connections.,
,Special features:,
,Located in the popular Rivierenbuurt,
,Recently renovated to a high standard (2021),
,1 large bedroom,
,2 small bedrooms/workrooms,
,1 bathroom,
,2 WCs,
,Living area of 77m²,
,Spacious roof terrace of 24m²,
,Separate balconies,
,Rental price,
,The rental price is excluding gas/water/electricity, but including service costs.,
,Deposit,
,At the start of the rental agreement, a deposit is required.,
,The apartment will be rented through 'Overbruggingsverhuur'. Overbruggingsverhuur provides a temporary rental agreement for properties. There is no waiting list and we offer well-kept houses for an affordable rent.,
,Rental period,
,The rental period is 35 months.,
,Subject to the bank's approval,
,The property will be rented subject to the bank's approval.,
,General information,
,In order to rent an Overbruggingsverhuur rental house, the tenant has to meet certain conditions. A summary of these conditions is outlined below.,
,Conditions regarding house hold income,
,To meet the income requirement, your net income will need to be approx. 3 times the rental price. Any other payment commitments (for example debt collection agency) will be deducted from the house hold income. Another possibility to meet this requirement is to pay a higher deposit.,
,Questions about the property?,
,You can contact the landlord for all these questions.,
,************************************************,
,Register gas and electricity?,
,When allocating the house, the utilities must be registered in the name of the tenant. By responding to a property, a candidate tenant / interested party also gives permission to be informed through us of the cheapest energy suppliers.,
,Disclaimer,
Er kunnen geen rechten worden ontleend aan de aangeboden informatie. Indien u zekerheid wenst te hebben over de verstrekte informatie en de actualiteit daarvan, dient u contact op te nemen met Overbruggingsverhuur (huren@). Overbruggingsverhuur kan niet aansprakelijk worden gesteld voor eventuele gevolgen of schade verband houdende met de aangeboden informatie.,
                            ",Maximum of 35 months,Flat,B,Not present,For rent: Flat Eemsstraat in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/c150b0c7/eemsstraat,Furnished,1,3,4,2024-11-18 00:00:00,,2795.0,Upstairs apartment,Temporary rental,Excludes: Service costs,,For rent,1934
2547 EW (Leyenburg),Rental Rotterdam,https://www.pararius.com/real-estate-agents/rotterdam/rental-rotterdam,95 m²,2025-01-01 00:00:00,Present,Existing building,1510.0,"
                ,Description,

                                                        ,THE HAGUE LEYENBURG: Spacious apartment with 2 bedrooms and a parking spot, available as of 01-01-2025. The property has a living area of approx. 95m² and features a balcony.,
,Interested? Respond via the contact buttons next to this description or send us an email.,
,KEY FEATURES:,
•   Apartment is rented unfurnished,
•   Close to a wealth of amenities and transport connections,
•   Sleek open kitchen with integrated appliances,
•   Shared bicycle storage,
•   Parking spot in garage,
•   Pictures are from an apartment with a comparable delivery level,
,AREA:,
Leyenburg is a charming and vibrant neighborhood located in the southwest of The Hague. Known for its diverse and welcoming community, Leyenburg offers a unique mix of urban conveniences and tranquil residential areas, making it an ideal place to live. For nature lovers and sports enthusiasts, Leyenburg boasts various parks and green spaces. The Zuiderpark, one of the largest city parks in the Netherlands, is nearby and offers numerous recreational opportunities such as walking paths, sports fields, and an outdoor swimming pool. This park is a great place for families to enjoy a picnic or a day out. Leyenburg is excellently accessible by both public transport and car. Several tram and bus lines connect the neighborhood to The Hague city center, the beach of Scheveningen, and other important locations. Additionally, the A4 and A12 highways are easily accessible, making travel to other cities simple.,
,Complex ""Langs de Ley"" has 127 apartments spread over 21 floors. There are 2-, 3-, and 4-room apartments with areas ranging from approximately 60 to 130 m². Particularly attractive is the fact that from the higher floors of the residential tower, you can enjoy views of the beautiful coast or the lively city. This complex was newly built in 2020 and is located right next to the HAGA hospital.,
There is an option to rent a parking space in the communal parking garage. Tenants can also use the shared bicycle storage.,
Because the view from Langs de Ley is beautiful on all sides, a rooftop terrace has been built, which is accessible to everyone renting in the complex.,
,GROUND FLOOR:,
Access via closed porch with mailboxes, doorbells and elevator.,
,FIFTH FLOOR:,
Hall with a separate toilet, a storage room with washing machine connection and the bathroom.,
The spacious living room with open kitchen provides access to the balcony.,
The kitchen is equipped with various built-in appliances such as a dishwasher, combi oven, extractor hood, induction hob and a spacious refrigerator and freezer.,
From the hallway there is access to the two bedrooms.,
The bathroom has a walk-in shower, a bath and a sink with mirror.,
,•   Available as of 01-01-2025,
•   The rent is excluding gas, water, electricity, TV / internet and municipal taxes,
•   The rent is including € 117,- per month for a parking (mandatory),
•   One-off costs at the start of € 25,00 for name tag (mandatory),
•   The apartment will be rented unfurnished (flooring and blinds are not included),
•   Deposit equal to 1 month rent,
•   Minimum rental period is 12 months,
•   Renting with guarantor is possible in consultation,
•   Smoking not allowed,
•   Pets allowed in consultation,
•   Minimum income requirement is equal to 3 times the rent. As a couple, this is equal to 4 times the rent,
•   The property has an energy label A,
•   Annual rent increase, 1 year after the commencement date of the rental agreement according to CPI,
•   The most recent WOZ value of the property is €365.000,00,
•   Pictures are from a similar apartment,
,No rights can be derived from the data and photos. The given characteristics are only meant as an indication.,
,INTERESTED?:,
•   The Rental Rotterdam Team is dedicated to helping you find the right home.,
•   Ready to apply or want to schedule a viewing? Please respond by the contact buttons next to this description or send us an e-mail. That way we will be able to help you better and faster.,
•   A rental agent will then get back to you as soon as possible.,
•   If you have any questions or need advice, please also respond by the contact buttons next to this description or send us an e-mail. Our rental agents will be happy to assist you.,
•   Thanks for your understanding and cooperation.,
                            ",,Flat,A,,For rent: Flat Escamplaan in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/bca51181/escamplaan,Shell,1,2,3,2024-11-18 00:00:00,,1607.0,"Staircase-accessed flat, Corridor flat",,Includes: Service costs,,For rent,2020
